ID,Date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency,description,due_date
763,18-11-2023,Bus pass,Transport,Savings Bank,430,INR,EXPENSE,0,None,None,0,None,No-description,None
764,18-11-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
765,18-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
766,17-11-2023,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Cash,200,INR,No-description,None
767,17-11-2023,Saman,Bills & Fees,Savings Bank,153,INR,EXPENSE,0,None,None,0,None,No-description,None
768,17-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
769,17-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
770,16-11-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
771,16-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
772,16-11-2023,Adjust balance,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
773,16-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
774,16-11-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
775,15-11-2023,AtR,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
776,14-11-2023,Adjust balance,Unknown,Savings Bank,13.2,INR,INCOME,0,None,None,0,None,No-description,None
777,14-11-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
778,14-11-2023,Maa,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
779,13-11-2023,Print,Bills & Fees,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
780,13-11-2023,AtR,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
781,12-11-2023,Snacks,Food & Drinks,Savings Bank,70,INR,EXPENSE,0,None,None,0,None,No-description,None
782,12-11-2023,Clothes,Bills & Fees,Savings Bank,"1,050.00",INR,EXPENSE,0,None,None,0,None,No-description,None
783,12-11-2023,Clothes,Bills & Fees,Savings Bank,"1,607.00",INR,EXPENSE,0,None,None,0,None,No-description,None
784,11-11-2023,Snacks,Food & Drinks,Savings Bank,105,INR,EXPENSE,0,None,None,0,None,No-description,None
785,11-11-2023,Snacks,Food & Drinks,Savings Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
786,11-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
787,11-11-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
788,10-11-2023,Haircut,Bills & Fees,Savings Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
789,10-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
790,10-11-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
791,10-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
792,09-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
793,09-11-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
794,09-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
795,08-11-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
796,08-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
797,08-11-2023,DishTV,Bills & Fees,Savings Bank,220,INR,EXPENSE,0,None,None,0,None,No-description,None
798,08-11-2023,Juice,Food & Drinks,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
799,08-11-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
800,07-11-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
801,07-11-2023,Electricity,Bills & Fees,Savings Bank,774,INR,EXPENSE,0,None,None,0,None,No-description,None
802,07-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
803,07-11-2023,Rapido,Transport,Savings Bank,44,INR,EXPENSE,0,None,None,0,None,No-description,None
804,06-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
805,05-11-2023,Maida,Bills & Fees,Savings Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
806,05-11-2023,Adjust,Unknown,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
807,04-11-2023,Sid,Food & Drinks,Savings Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
808,04-11-2023,Printouts,Bills & Fees,Savings Bank,385,INR,EXPENSE,0,None,None,0,None,No-description,None
809,04-11-2023,Treat,Food & Drinks,Savings Bank,650,INR,EXPENSE,0,None,None,0,None,No-description,None
810,03-11-2023,Chotu,Bills & Fees,Savings Bank,"2,400.00",INR,INCOME,0,None,None,0,None,No-description,None
811,03-11-2023,Seminar print,Bills & Fees,Savings Bank,104,INR,EXPENSE,0,None,None,0,None,No-description,None
812,03-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
813,02-11-2023,Amazon,Bills & Fees,Savings Bank,"1,899.00",INR,EXPENSE,0,None,None,0,None,No-description,None
814,02-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
815,01-11-2023,Grocery,Bills & Fees,Savings Bank,"2,320.78",INR,EXPENSE,0,None,None,0,None,No-description,None
816,01-11-2023,Biryani,Food & Drinks,Savings Bank,520,INR,EXPENSE,0,None,None,0,None,No-description,None
817,01-11-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
818,01-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
819,01-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
820,01-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
821,01-11-2023,Shampoo,Bills & Fees,Savings Bank,4,INR,EXPENSE,0,None,None,0,None,No-description,None
822,31-10-2023,Salary,Bills & Fees,Savings Bank,"11,033.00",INR,INCOME,0,None,None,0,None,No-description,None
823,31-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
824,31-10-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
825,30-10-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
826,30-10-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
827,28-10-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
828,27-10-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
829,27-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
830,27-10-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,100,INR,Metro Card,100,INR,No-description,None
831,26-10-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
832,26-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
833,26-10-2023,Chotu,Bills & Fees,Savings Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
834,26-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
835,25-10-2023,Adjust balance,Unknown,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
836,25-10-2023,Adjust balance,Unknown,Cash,44,INR,EXPENSE,0,None,None,0,None,No-description,None
837,25-10-2023,Nidhish Payup,Bills & Fees,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
838,25-10-2023,Recharge,Bills & Fees,Savings Bank,470.82,INR,EXPENSE,0,None,None,0,None,No-description,None
839,25-10-2023,Baba,Bills & Fees,Savings Bank,600,INR,INCOME,0,None,None,0,None,No-description,None
840,24-10-2023,Biryani ,Food & Drinks,Savings Bank,356,INR,EXPENSE,0,None,None,0,None,No-description,None
841,24-10-2023,Maa,Bills & Fees,Savings Bank,200,INR,INCOME,0,None,None,0,None,No-description,None
842,24-10-2023,Egg Roll ,Food & Drinks,Savings Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
843,24-10-2023,Bus Pass ,Transport,Savings Bank,440,INR,EXPENSE,0,None,None,0,None,No-description,None
844,24-10-2023,Adjust,Bills & Fees,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
845,23-10-2023,Rapido ,Transport,Savings Bank,74,INR,EXPENSE,0,None,None,0,None,No-description,None
846,23-10-2023,Adjust,Bills & Fees,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
847,22-10-2023,Egg roll ,Food & Drinks,Savings Bank,160,INR,EXPENSE,0,None,None,0,None,No-description,None
848,22-10-2023,Nidhish Paid,Bills & Fees,Savings Bank,60,INR,INCOME,0,None,None,0,None,No-description,None
849,22-10-2023,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
850,22-10-2023,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
851,22-10-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
852,22-10-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
853,22-10-2023,Maa,Bills & Fees,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
854,21-10-2023,Juice,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
855,21-10-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
856,20-10-2023,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
857,20-10-2023,PtA,Transport,Metro Card,10,INR,EXPENSE,0,None,None,0,None,No-description,None
858,20-10-2023,HtP,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
859,20-10-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
860,20-10-2023,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
861,19-10-2023,RtA,Transport,Metro Card,45,INR,EXPENSE,0,None,None,0,None,No-description,None
862,19-10-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
863,18-10-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,50,INR,Metro Card,50,INR,No-description,None
864,18-10-2023,Snacks,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
865,18-10-2023,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,500,INR,Cash,500,INR,No-description,None
866,18-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
867,18-10-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
868,18-10-2023,Adjust balance,Unknown,Savings Bank,20,INR,INCOME,0,None,None,0,None,No-description,None
869,18-10-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
870,17-10-2023,Stonks,Bills & Fees,Savings Bank,111,INR,EXPENSE,0,None,None,0,None,No-description,None
871,17-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
872,17-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
873,17-10-2023,Metro,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
874,17-10-2023,Chotu,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
875,17-10-2023,Baba,Bills & Fees,Savings Bank,"2,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
876,16-10-2023,Capt. Payment,Bills & Fees,Savings Bank,"5,000.00",INR,INCOME,0,None,None,0,None,No-description,None
877,15-10-2023,Adjust balance,Unknown,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
878,15-10-2023,Adjust balance,Unknown,Cash,8,INR,INCOME,0,None,None,0,None,No-description,None
879,06-10-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
880,06-10-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
881,05-10-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
882,05-10-2023,Baba,Bills & Fees,Cash,90,INR,INCOME,0,None,None,0,None,No-description,None
883,03-10-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
884,03-10-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
885,30-09-2023,Baba,Bills & Fees,Savings Bank,500,INR,EXPENSE,0,None,None,0,None,No-description,None
886,30-09-2023,Snacks,Food & Drinks,Savings Bank,55,INR,EXPENSE,0,None,None,0,None,No-description,None
887,29-09-2023,Auto+Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
888,28-09-2023,Baba,Bills & Fees,Savings Bank,500,INR,EXPENSE,0,None,None,0,None,No-description,None
889,28-09-2023,Snacks,Food & Drinks,Savings Bank,70,INR,EXPENSE,0,None,None,0,None,No-description,None
890,28-09-2023,Adjust balance,Unknown,Cash,4,INR,EXPENSE,0,None,None,0,None,No-description,None
891,28-09-2023,Baba,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
892,28-09-2023,Chotu,Bills & Fees,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
893,27-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
894,27-09-2023,Sid,Bills & Fees,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
895,25-09-2023,Interest,Bills & Fees,Savings Bank,3,INR,INCOME,0,None,None,0,None,No-description,None
896,25-09-2023,Snacks,Food & Drinks,Savings Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
897,25-09-2023,Jalebi,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
898,25-09-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
899,25-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
900,23-09-2023,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
901,23-09-2023,Adjust balance,Unknown,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
902,23-09-2023,Adjust balance,Unknown,Cash,40,INR,EXPENSE,0,None,None,0,None,No-description,None
903,23-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
904,23-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
905,23-09-2023,Chotu,Bills & Fees,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
906,22-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
907,21-09-2023,Advance,Unknown,Savings Bank,"3,001.00",INR,INCOME,0,None,None,0,None,No-description,None
908,20-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
909,19-09-2023,Prints,Bills & Fees,Savings Bank,5,INR,EXPENSE,0,None,None,0,None,No-description,None
910,19-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
911,19-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
912,18-09-2023,Parking,Bills & Fees,Cash,25,INR,EXPENSE,0,None,None,0,None,No-description,None
913,16-09-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
914,15-09-2023,Pastry,Food & Drinks,Cash,100,INR,EXPENSE,0,None,None,0,None,No-description,None
915,15-09-2023,Transport,Transport,Cash,45,INR,EXPENSE,0,None,None,0,None,No-description,None
916,15-09-2023,Bus incident,Unknown,Savings Bank,0,INR,TRANSFER,20,INR,Cash,20,INR,No-description,None
917,15-09-2023,Snacks,Food & Drinks,Savings Bank,30,INR,INCOME,0,None,None,0,None,No-description,None
918,15-09-2023,Drink,Transport,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
919,15-09-2023,Snacks,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
920,14-09-2023,Adjust balance,Unknown,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
921,14-09-2023,Adjust balance,Unknown,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
922,14-09-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
923,14-09-2023,Sid,Bills & Fees,Savings Bank,56,INR,EXPENSE,0,None,None,0,None,No-description,None
924,14-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
925,13-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
926,11-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
927,11-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
928,11-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
929,10-09-2023,Snacks,Food & Drinks,Savings Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
930,09-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
931,08-09-2023,No title,Unknown,Savings Bank,64,INR,EXPENSE,0,None,None,0,None,No-description,None
932,08-09-2023,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,500,INR,Cash,500,INR,No-description,None
933,08-09-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
934,08-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
935,07-09-2023,Snacks,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
936,06-09-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
937,06-09-2023,Adjust balance,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
938,06-09-2023,Adjust balance,Unknown,Savings Bank,"1,040.00",INR,INCOME,0,None,None,0,None,No-description,None
939,23-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
940,22-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
941,21-08-2023,Pass,Transport,Cash,430,INR,EXPENSE,0,None,None,0,None,No-description,None
942,21-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
943,21-08-2023,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
944,21-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
945,21-08-2023,Add,Bills & Fees,Cash,50,INR,INCOME,0,None,None,0,None,No-description,None
946,18-08-2023,Chotu,Bills & Fees,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
947,18-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
948,18-08-2023,Pocket Money,Bills & Fees,Cash,600,INR,INCOME,0,None,None,0,None,No-description,None
949,18-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
950,17-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
951,17-08-2023,Stickers,Bills & Fees,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
952,16-08-2023,Stationary,Bills & Fees,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
953,16-08-2023,Juice,Food & Drinks,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
954,16-08-2023,Goje payback,Bills & Fees,Savings Bank,50,INR,INCOME,0,None,None,0,None,No-description,None
955,16-08-2023,Samosa,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
956,16-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
957,16-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
958,16-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
959,15-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
960,14-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
961,14-08-2023,Juice,Food & Drinks,Savings Bank,15,INR,EXPENSE,0,None,None,0,None,No-description,None
962,14-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
963,12-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
964,11-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
965,10-08-2023,No title,Unknown,Cash,200,INR,INCOME,0,None,None,0,None,No-description,None
966,10-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
967,09-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
968,08-08-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
969,08-08-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
970,07-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
971,05-08-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
972,05-08-2023,Auto,Transport,Cash,40,INR,EXPENSE,0,None,None,0,None,No-description,None
973,04-08-2023,Snacks,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
974,04-08-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
975,02-08-2023,Computer stuff,Bills & Fees,Savings Bank,470,INR,EXPENSE,0,None,None,0,None,No-description,None
976,31-07-2023,Goje,Unknown,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
977,31-07-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
978,31-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
979,29-07-2023,Shawarma,Food & Drinks,Savings Bank,120,INR,EXPENSE,0,None,None,0,None,No-description,None
980,28-07-2023,Adjust balance,Unknown,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
981,28-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
982,28-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
983,27-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
984,24-07-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
985,24-07-2023,No title,Unknown,Cash,100,INR,INCOME,0,None,None,0,None,No-description,None
986,23-07-2023,Chotu,Bills & Fees,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
987,22-07-2023,Something,Bills & Fees,Savings Bank,5,INR,EXPENSE,0,None,None,0,None,No-description,None
988,21-07-2023,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
989,19-07-2023,Adjust balance,Unknown,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
990,19-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
991,18-07-2023,Pocket money,Unknown,Savings Bank,"1,000.00",INR,INCOME,0,None,None,0,None,No-description,None
992,18-07-2023,Curd,Bills & Fees,Savings Bank,48,INR,EXPENSE,0,None,None,0,None,No-description,None
993,14-07-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
994,14-07-2023,Snacks,Food & Drinks,Savings Bank,80,INR,EXPENSE,0,None,None,0,None,No-description,None
995,13-07-2023,Adjust balance,Unknown,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
996,13-07-2023,Adjust balance,Unknown,Metro Card,95,INR,EXPENSE,0,None,None,0,None,No-description,None
997,13-07-2023,Curd,Bills & Fees,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
998,12-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
999,12-07-2023,Juice,Food & Drinks,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1000,12-07-2023,Snacks,Food & Drinks,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
1001,12-07-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1002,10-07-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1003,05-07-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1004,05-07-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1005,04-07-2023,No title,Unknown,Cash,210,INR,INCOME,0,None,None,0,None,No-description,None
1006,04-07-2023,Pen,Bills & Fees,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1007,04-07-2023,No title,Unknown,Savings Bank,84,INR,INCOME,0,None,None,0,None,No-description,None
1008,13-06-2023, Category Expense,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
1009,12-06-2023,Goje,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1010,11-06-2023,Mom,Bills & Fees,Savings Bank,"11,500.00",INR,EXPENSE,0,None,None,0,None,No-description,None
1011,10-06-2023,Book,Bills & Fees,Savings Bank,180,INR,EXPENSE,0,None,None,0,None,No-description,None
1012,10-06-2023,No title,Unknown,Savings Bank,0,INR,TRANSFER,100,INR,Metro Card,100,INR,No-description,None
1013,10-06-2023,Salary,Bills & Fees,Savings Bank,"8,000.00",INR,INCOME,0,None,None,0,None,No-description,None
1014,10-06-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1015,09-06-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1016,09-06-2023,No title,Unknown,Cash,3,INR,INCOME,0,None,None,0,None,No-description,None
1017,09-06-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1018,09-06-2023,Maa,Unknown,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
1019,08-06-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1020,07-06-2023,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1021,07-06-2023,Exam fees,Bills & Fees,Savings Bank,800,INR,EXPENSE,0,None,None,0,None,No-description,None
1022,07-06-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1023,07-06-2023,Record books,Bills & Fees,Savings Bank,360,INR,EXPENSE,0,None,None,0,None,No-description,None
